Evaluation Function Value,1870.159859327839

Problem,Knapsack
Algorithm,SA
Temperature,900000000000.0
Cooling,900.0
Iterations,5000
Population,50
Mating,25
Mutation,10
Samples,200
To Keep,20
Run,5
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
