Evaluation Function Value,2132.6098531921093

Problem,Knapsack
Algorithm,SA
Temperature,100000000000.0
Cooling,2.85
Iterations,3000
Run,9
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
