Evaluation Function Value,2931.2124932731404

Problem,Knapsack
Algorithm,SA
Temperature,100000000000.0
Cooling,0.95
Iterations,1000
Run,10
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
