Evaluation Function Value,1363.0835513383613

Problem,Knapsack
Algorithm,SA
Temperature,1e+16
Cooling,500.0
Iterations,5000
Run,5
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
