Evaluation Function Value,2098.734291802832

Evaluation Function Value,2098.734291802832
Problem,Knapsack
Algorithm,GA
Population,4000
Mating,150
Mutation,25
Iterations,1000
Run,4
Num Items,40
Copies_Each,4
Max Weight,50
Max Volume,50
