10.3
10.85
11.0
11.7
12.2
12.65
11.75
12.45
12.6
12.9
12.7
12.85
12.4
12.75
12.6
12.55
12.6
12.65
12.8
13.0

Problem: count_ones
Algorithm: GA
Optimal Value: 15.0
