1.56
2.89
4.425
7.63
11.71
14.02
14.97
15.14
14.975
14.93
15.27
15.225
15.395
15.54
15.58
15.67
15.71
15.645
15.33
15.725

Problem: four_peaks
Algorithm: GA
Optimal Value: 17.0
