1.865
3.715
9.005
17.635
24.725
24.935
25.915
27.625
27.345
27.52
27.475
27.55
27.335
27.39
27.67
27.675
28.175
28.73
29.295
29.025

Problem: four_peaks
Algorithm: GA
Optimal Value: 33.0
