10.0
12.0
14.0
15.0
16.0
16.0
16.0
16.0
16.0
16.0
16.0
16.0
16.0
16.0
16.0
16.0
16.0
16.0
16.0
16.0

Problem: count_ones
Algorithm: MIMIC
Optimal Value: 17.0
