1.71
4.145
9.545
18.67
22.18
23.5
24.19
24.59
24.515
25.075
25.3
24.875
25.105
25.275
25.14
25.385
25.175
25.01
24.845
24.895

Problem: four_peaks
Algorithm: GA
Optimal Value: 28.0
