12.0
13.0
14.0
16.0
17.0
17.0
17.0
17.0
17.0
17.0
17.0
17.0
17.0
17.0
17.0
17.0
17.0
17.0
17.0
17.0

Problem: count_ones
Algorithm: MIMIC
Optimal Value: 17.0
