1.98
4.235
7.21
9.685
12.315
13.945
14.59
14.685
15.12
15.195
15.125
15.175
15.03
15.61
15.66
15.75
15.865
15.895
16.165
16.17

Problem: four_peaks
Algorithm: GA
Optimal Value: 17.0
