4.7
5.45
6.0
6.35
6.35
6.65
6.55
7.1
8.0
7.85
7.7
7.35
7.25
7.55
7.7
7.7
7.35
7.35
7.7
7.4

Problem: count_ones
Algorithm: GA
Optimal Value: 9.0
